"YEAR","DATA_VALUE","CATEGORY","INDICATOR_NAME","SIGN","INDICATOR_TYPE"
1997,1.66139893364498,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
1998,1.91771348675685,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
1999,1.68340870725043,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2000,1.41386717133765,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2001,1.48148987626656,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2002,1.3797619703527,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2003,1.94284788691741,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2004,1.59334048236809,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2005,1.62326803181697,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2006,1.44741398758454,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2007,1.63378209455693,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2008,1.64714056823821,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2009,1.63206303557286,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2010,1.78758661056359,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2011,1.97741787171479,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2012,1.78567674449351,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2013,1.88187131878006,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2014,1.58669863786743,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2015,1.88547170554836,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2016,1.87714713042146,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2017,2.27137403670203,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2018,2.37798190635987,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2019,2.39787673704756,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2020,1.80611549039549,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2021,2.22111009449048,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2022,2.15862740320147,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2023,1.62845287177511,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2024,1.73463322806071,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2025,1.69100664681831,"Commercial","AVGPRICE_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
1996,79483.1435472564,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
1997,109657.817730406,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
1998,121813.048487937,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
1999,112552.280488429,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2000,87436.556709284,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2001,81749.2187300865,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2002,94956.9285150778,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2003,85824.3481274725,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2004,104142.75538486,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2005,132678.221299283,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2006,111161.925044972,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2007,97124.8954323304,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2008,102855.467604692,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2009,80033.9758851931,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2010,69147.0331851247,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2011,107560.4754001,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2012,127962.216926602,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2013,119802.784228372,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2014,103627.760827339,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2015,131294.943874262,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2016,202501.599555366,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2017,101804.946346696,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2018,154850.879177002,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2019,187372.372924288,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2020,121728.218059997,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2021,146935.667997576,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2022,260191.614666572,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2023,190646.878139034,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2024,167252.041773639,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
2025,152636.027272727,"Commercial","AVGVESREVperYr_LONGFINSQUID_2025_DOLlb","N/A","Socioeconomic"
1996,27367653,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
1997,35522029,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
1998,42169884,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
1999,42145170,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2000,38553584,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2001,31491252,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2002,37143404,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2003,26399648,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2004,30198162,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2005,37446060,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2006,35111384,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2007,27378689,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2008,25123704,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2009,20450323,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2010,14877557,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2011,21049333,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2012,28226439,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2013,24707266,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2014,26564140,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2015,26309190,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2016,40061366,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2017,17873803,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2018,25475607,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2019,27348976,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2020,20522308,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2021,23272223,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2022,40404617,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2023,39064804,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2024,28732988,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
2025,29475384,"Commercial","Commercial_LONGFINSQUID_Landings_LBS","N/A","Socioeconomic"
1996,442,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
1997,447,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
1998,492,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
1999,527,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2000,504,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2001,442,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2002,427,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2003,390,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2004,356,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2005,343,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2006,383,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2007,360,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2008,334,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2009,339,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2010,329,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2011,326,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2012,339,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2013,301,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2014,335,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2015,315,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2016,324,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2017,322,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2018,315,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2019,285,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2020,257,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2021,265,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2022,253,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2023,214,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2024,198,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
2025,221,"Commercial","N_Commercial_Vessels_Landing_LONGFINSQUID","N/A","Socioeconomic"
1996,35131549.4478873,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
1997,49017044.5254914,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
1998,59932019.856065,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
1999,59315051.8174019,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2000,44068024.5814791,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2001,36133154.6786982,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2002,40546608.4759382,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2003,33471495.7697143,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2004,37074820.9170102,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2005,45508629.9056541,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2006,42575017.2922242,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2007,34964962.3556389,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2008,34353726.1799673,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2009,27131517.8250805,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2010,22749373.917906,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2011,35064714.9804325,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2012,43379191.5381181,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2013,36060638.0527399,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2014,34715299.8771586,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2015,41357907.3203925,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2016,65813019.8554938,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2017,32781192.7236362,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2018,48778026.9407555,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2019,53213753.9104977,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2020,31284152.0414191,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2021,39084887.6873553,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2022,66088670.1253093,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2023,40798431.9217532,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2024,33115904.2711805,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
2025,33579926,"Commercial","TOTALANNUALREV_LONGFINSQUID_2025Dols","N/A","Socioeconomic"
